timestamp,value
2022-01-19 14:39:43,1
2022-01-19 14:39:48,1
2022-01-19 14:39:53,1
2022-01-19 14:39:58,1
2022-01-19 14:40:03,2
2022-01-19 14:40:08,2
2022-01-19 14:40:13,2
2022-01-19 14:40:18,3
2022-01-19 14:40:23,3
2022-01-19 14:40:28,3
2022-01-19 14:40:33,3
2022-01-19 14:40:38,4
2022-01-19 14:40:43,4
2022-01-19 14:40:48,4
2022-01-19 14:40:53,5
2022-01-19 14:40:58,5
2022-01-19 14:41:03,5
2022-01-19 14:41:08,5
2022-01-19 14:41:13,6
2022-01-19 14:41:18,6
2022-01-19 14:41:23,6
2022-01-19 14:41:28,7
2022-01-19 14:41:33,7
2022-01-19 14:41:38,7
2022-01-19 14:41:43,7
2022-01-19 14:41:48,8
2022-01-19 14:41:53,8
2022-01-19 14:41:58,8
2022-01-19 14:42:03,9
2022-01-19 14:42:08,9
2022-01-19 14:42:13,9
2022-01-19 14:42:18,9
2022-01-19 14:42:23,10
2022-01-19 14:42:28,10
2022-01-19 14:42:33,10
2022-01-19 14:42:38,11
2022-01-19 14:42:43,11
2022-01-19 14:42:48,11
2022-01-19 14:42:53,11
2022-01-19 14:42:58,12
2022-01-19 14:43:03,12
2022-01-19 14:43:08,12
2022-01-19 14:43:13,13
2022-01-19 14:43:18,13
2022-01-19 14:43:23,13
2022-01-19 14:43:28,14
2022-01-19 14:43:33,14
2022-01-19 14:43:38,14
2022-01-19 14:43:43,14
2022-01-19 14:43:48,15
2022-01-19 14:43:53,15
2022-01-19 14:43:58,15
2022-01-19 14:44:03,16
2022-01-19 14:44:08,16
2022-01-19 14:44:13,16
2022-01-19 14:44:18,16
2022-01-19 14:44:23,17
2022-01-19 14:44:28,17
2022-01-19 14:44:33,17
2022-01-19 14:44:38,18
2022-01-19 14:44:43,18
2022-01-19 14:44:48,18
2022-01-19 14:44:53,19
2022-01-19 14:44:58,19
2022-01-19 14:45:03,19
2022-01-19 14:45:08,19
2022-01-19 14:45:13,20
2022-01-19 14:45:18,20
2022-01-19 14:45:23,20
2022-01-19 14:45:28,21
2022-01-19 14:45:33,21
2022-01-19 14:45:38,21
2022-01-19 14:45:43,22
2022-01-19 14:45:48,22
2022-01-19 14:45:53,22
2022-01-19 14:45:58,22
2022-01-19 14:46:03,23
2022-01-19 14:46:08,23
2022-01-19 14:46:13,23
2022-01-19 14:46:18,24
2022-01-19 14:46:23,24
2022-01-19 14:46:28,24
2022-01-19 14:46:33,25
2022-01-19 14:46:38,25
2022-01-19 14:46:43,25
2022-01-19 14:46:48,26
2022-01-19 14:46:53,26
2022-01-19 14:46:58,26
2022-01-19 14:47:03,27
2022-01-19 14:47:08,27
2022-01-19 14:47:13,27
2022-01-19 14:47:18,27
2022-01-19 14:47:23,28
2022-01-19 14:47:28,28
2022-01-19 14:47:33,28
2022-01-19 14:47:38,29
2022-01-19 14:47:43,29
2022-01-19 14:47:48,29
2022-01-19 14:47:53,30
2022-01-19 14:47:58,30
2022-01-19 14:48:03,30
2022-01-19 14:48:08,31
2022-01-19 14:48:13,31
2022-01-19 14:48:18,31
2022-01-19 14:48:23,32
2022-01-19 14:48:28,32
2022-01-19 14:48:33,32
2022-01-19 14:48:38,33
2022-01-19 14:48:43,33
2022-01-19 14:48:48,33
2022-01-19 14:48:53,33
2022-01-19 14:48:58,34
2022-01-19 14:49:03,34
2022-01-19 14:49:08,34
2022-01-19 14:49:13,35
2022-01-19 14:49:18,35
2022-01-19 14:49:23,35
2022-01-19 14:49:28,36
2022-01-19 14:49:33,36
2022-01-19 14:49:38,36
2022-01-19 14:49:43,37
2022-01-19 14:49:48,37
2022-01-19 14:49:53,37
2022-01-19 14:49:58,38
2022-01-19 14:50:03,38
2022-01-19 14:50:08,38
2022-01-19 14:50:13,39
2022-01-19 14:50:18,39
2022-01-19 14:50:23,39
2022-01-19 14:50:28,40
2022-01-19 14:50:33,40
2022-01-19 14:50:38,40
2022-01-19 14:50:43,41
2022-01-19 14:50:48,41
2022-01-19 14:50:53,41
2022-01-19 14:50:58,42
2022-01-19 14:51:03,42
2022-01-19 14:51:08,42
2022-01-19 14:51:13,43
2022-01-19 14:51:18,43
2022-01-19 14:51:23,43
2022-01-19 14:51:28,44
2022-01-19 14:51:33,44
2022-01-19 14:51:38,44
2022-01-19 14:51:43,45
2022-01-19 14:51:48,45
2022-01-19 14:51:53,45
2022-01-19 14:51:58,46
2022-01-19 14:52:03,46
2022-01-19 14:52:08,46
2022-01-19 14:52:13,47
2022-01-19 14:52:18,47
2022-01-19 14:52:23,48
2022-01-19 14:52:28,48
2022-01-19 14:52:33,48
2022-01-19 14:52:38,49
2022-01-19 14:52:43,49
2022-01-19 14:52:48,49
2022-01-19 14:52:53,50
2022-01-19 14:52:58,50
2022-01-19 14:53:03,50
2022-01-19 14:53:08,51
2022-01-19 14:53:13,51
2022-01-19 14:53:18,51
2022-01-19 14:53:23,52
2022-01-19 14:53:28,52
2022-01-19 14:53:33,52
2022-01-19 14:53:38,53
2022-01-19 14:53:43,53
2022-01-19 14:53:48,53
2022-01-19 14:53:53,54
2022-01-19 14:53:58,54
2022-01-19 14:54:03,54
2022-01-19 14:54:08,55
2022-01-19 14:54:13,55
2022-01-19 14:54:18,55
2022-01-19 14:54:23,56
2022-01-19 14:54:28,56
2022-01-19 14:54:33,56
2022-01-19 14:54:38,57
2022-01-19 14:54:43,57
2022-01-19 14:54:48,57
2022-01-19 14:54:53,58
2022-01-19 14:54:58,58
2022-01-19 14:55:03,59
2022-01-19 14:55:08,59
2022-01-19 14:55:13,59
2022-01-19 14:55:18,60
2022-01-19 14:55:23,60
2022-01-19 14:55:28,60
2022-01-19 14:55:33,61
2022-01-19 14:55:38,61
2022-01-19 14:55:43,61
2022-01-19 14:55:48,62
2022-01-19 14:55:53,62
2022-01-19 14:55:58,62
2022-01-19 14:56:03,63
2022-01-19 14:56:08,63
2022-01-19 14:56:13,64
2022-01-19 14:56:18,64
2022-01-19 14:56:23,64
2022-01-19 14:56:28,65
2022-01-19 14:56:33,65
2022-01-19 14:56:38,65
2022-01-19 14:56:43,66
2022-01-19 14:56:48,66
2022-01-19 14:56:53,66
2022-01-19 14:56:58,67
2022-01-19 14:57:03,67
2022-01-19 14:57:08,68
2022-01-19 14:57:13,68
2022-01-19 14:57:18,68
2022-01-19 14:57:23,69
2022-01-19 14:57:28,69
2022-01-19 14:57:33,69
2022-01-19 14:57:38,70
2022-01-19 14:57:43,70
2022-01-19 14:57:48,71
2022-01-19 14:57:53,71
2022-01-19 14:57:58,71
2022-01-19 14:58:03,72
2022-01-19 14:58:08,72
2022-01-19 14:58:13,72
2022-01-19 14:58:18,73
2022-01-19 14:58:23,73
2022-01-19 14:58:28,74
2022-01-19 14:58:33,74
2022-01-19 14:58:38,74
2022-01-19 14:58:43,75
2022-01-19 14:58:48,75
2022-01-19 14:58:53,75
2022-01-19 14:58:58,76
2022-01-19 14:59:03,76
2022-01-19 14:59:08,77
2022-01-19 14:59:13,77
